Lymphocytes B
Smooth muscle cells A (Vasculature)
Neurons A (Brain)
Erythrocytes B
Pancreas exocrine cells
Epithelial cells (Fin)
Epidermal precursors
Macrophages
Fibroblasts D
Erythrocytes B
Epidermal cells A
Retinal pigment epithelial cells
Hepatocytes B
Inner ear cells
Fibroblasts B (Fin)
Hepatocytes B
Epidermal cells C
Epithelial cells (Fin)
Epithelial cells (Mucosa)
Nephric duct cells
Fibroblasts C
Retinal cells B
Retinal cells B
Epidermal cells A
Retinal cells B
Fibroblasts D
Erythrocytes A
Fibroblasts D
Endothelial cells
Radial glia A
Epidermal cells C
Chondrocytes C
Epidermal cells C
Hepatocytes B
Epidermal precursors
Satellite cells
Lymphocytes A
Epithelial cells (Fin)
Fibroblasts B (Fin)
Hepatocytes B
Retinal cells B
Undifferentiated mesodermal cells
Epidermal precursors
Neuronal precursors A
Epidermal cells B
Intestinal cells A
Retinal pigment epithelial cells
Neuronal precursors A
Macrophages
Epidermal cells A
Macrophages
Chondrocytes A
Epithelial cells (Mucosa)
Epithelial cells (Fin)
Skeletal muscle cells B
Epidermal cells A
Endothelial cells
Keratinocytes A
Cone cells
Epithelial cells (Fin)
Macrophages
Smooth muscle cells A (Vasculature)
Fibroblasts A
Skeletal muscle cells B
Retinal cells B
Hepatocytes A
Hepatocytes B
Chondrocytes A
Pigment cells (Xantophores)
Fibroblasts B (Fin)
Epidermal cells A
Neurons C (Spinal cord)
Intestinal cells A
Epidermal cells A
Epidermal cells A
Epidermal cells A
Hepatocytes B
Hepatocytes B
Pigment cells (Melanocytes)
Keratinocytes A
Epidermal cells A
Retinal pigment epithelial cells
Retinal pigment epithelial cells
Radial glia B
Epithelial cells (Fin)
Intestinal cells A
Pigment cells (Melanocytes)
Retinal cells A
Rod cells
Epithelial cells (Fin)
Skeletal muscle cells E (slow)
Lens cells B
Epithelial cells (Mucosa)
Epidermal cells C
Epidermal cells A
Intestinal cells A
Epidermal cells C
Undifferentiated mesodermal cells
Fibroblasts D
Undifferentiated mesodermal cells
Retinal cells B
Retinal cells B
Epidermal cells A
Fibroblasts B (Fin)
Intestinal cells A
Cone cells
Endothelial cells
Endothelial cells
Epidermal cells C
Pigment cells (Melanocytes)
Neuromast cells
Retinal pigment epithelial cells
Epithelial cells (Fin)
Fibroblasts D
Cone cells
Epidermal cells C
Retinal cells B
Epidermal cells A
Epidermal cells A
Intestinal cells A
Epidermal precursors
Lymphocytes A
Epidermal cells A
Retinal cells B
Epidermal cells A
Epidermal cells B
Retinal pigment epithelial cells
Epidermal cells A
Epidermal cells A
Lymphocytes A
Fibroblasts C
Skeletal muscle cells B
Hepatocytes B
Neuromast cells
Retinal pigment epithelial cells
Fibroblasts B (Fin)
Undifferentiated mesodermal cells
Radial glia A
Intestinal cells B (Exocrine)
Epidermal cells A
Epithelial cells (Mucosa)
Epidermal cells A
Epidermal cells C
Retinal pigment epithelial cells
Erythrocytes B
Epithelial cells (Fin)
Undifferentiated mesodermal cells
Hepatocytes B
Epidermal precursors
Fibroblasts B (Fin)
Epithelial cells (Fin)
Fibroblasts C
Epithelial cells (Fin)
Epithelial cells (Mucosa)
Hepatocytes A
Neuronal precursors A
Neurons C (Spinal cord)
Intestinal cells A
Hepatocytes B
Epidermal cells A
Macrophages
Macrophages
Epidermal cells A
Hepatocytes B
Rod cells
Epidermal cells A
